PrimaryKey,moveFront_SelectionFactor,moveBackward_SelectionFactor,moveLeft_SelectionFactor,moveRight_SelectionFactor,skill0_SelectionFactor,skill1_SelectionFactor,skill2_SelectionFactor,skill3_SelectionFactor,skillExt0_SelectionFactor,skillExt1_SelectionFactor,skillExt2_SelectionFactor,skillExt3_SelectionFactor
52858368,0,2,0,0,2,0,2,2,2,0,2,0
52858369,0,1,2,2,0,2,0,2,0,0,0,0
52858370,0,1,2,2,2,0,2,0,2,0,2,0
52858371,0,0,2,2,0,0,0,0,2,0,0,0
52858372,0,0,2,2,0,0,0,0,0,0,0,0
52858373,0,2,2,2,0,2,0,2,0,0,0,0
52858374,0,2,2,2,2,0,2,0,2,0,2,0
52858375,0,2,2,2,0,0,0,0,2,0,0,0
52858376,0,1,2,2,0,0,0,0,0,0,0,0
52858384,0,2,0,0,2,0,2,2,2,0,2,0
52858385,0,1,2,2,0,2,0,2,2,0,2,0
52858386,0,0,2,2,2,0,2,0,2,0,2,0
52858387,0,0,2,2,0,0,0,0,2,0,0,0
52858388,0,1,2,2,0,0,0,0,0,0,0,0
52858389,0,1,2,2,0,2,0,2,2,0,2,0
52858390,0,1,2,2,2,0,2,0,2,0,2,0
52858391,0,1,2,2,0,0,0,0,2,0,0,0
52858392,0,1,2,2,0,0,0,0,0,0,0,0
52858624,0,2,0,0,2,0,2,2,2,0,2,0
52858625,0,0,2,2,0,2,0,2,0,0,0,0
52858626,0,0,2,2,2,0,2,0,2,0,2,0
52858627,0,0,2,2,0,0,0,0,2,0,0,0
52858628,0,2,2,2,0,0,0,0,0,0,0,0
52858629,0,0,2,2,0,2,0,2,0,0,0,0
52858630,0,1,2,2,2,0,2,0,2,0,2,0
52858631,0,1,2,2,0,0,0,0,2,0,0,0
52858632,0,1,2,2,0,0,0,0,0,0,0,0
52858640,0,2,0,0,2,0,2,2,2,0,2,0
52858641,0,0,2,2,0,2,0,2,2,0,2,0
52858642,0,2,2,2,2,0,2,0,2,0,2,0
52858643,0,0,2,2,0,0,0,0,2,0,0,0
52858644,0,0,2,2,0,0,0,0,0,0,0,0
52858645,0,2,2,2,0,2,0,2,2,0,2,0
52858646,0,1,2,2,2,0,2,0,2,0,2,0
52858647,0,0,2,2,0,0,0,0,2,0,0,0
52858648,0,1,2,2,0,0,0,0,0,0,0,0
52859136,0,2,0,0,2,0,2,2,0,0,0,0
52859137,0,0,2,2,0,2,0,2,0,0,0,0
52859138,0,2,2,2,0,0,2,0,0,0,0,0
52859139,0,1,2,2,2,0,0,0,0,0,0,0
52859140,0,2,2,2,0,0,0,0,0,0,0,0
52859141,0,0,2,2,0,2,0,2,0,0,0,0
52859142,0,1,2,2,0,0,2,0,0,0,0,0
52859143,0,2,2,2,2,0,0,0,0,0,0,0
52859144,0,0,2,2,0,0,0,0,0,0,0,0
52859152,0,2,0,0,2,0,2,2,0,0,0,0
52859153,0,0,2,2,0,2,0,2,0,0,0,0
52859154,0,1,2,2,0,0,2,0,0,0,0,0
52859155,0,2,2,2,2,0,0,0,0,0,0,0
52859156,0,1,2,2,0,0,0,0,0,0,0,0
52859157,0,2,2,2,0,2,0,2,0,0,0,0
52859158,0,1,2,2,0,0,2,0,0,0,0,0
52859159,0,0,2,2,2,0,0,0,0,0,0,0
52859160,0,0,2,2,0,0,0,0,0,0,0,0
52859392,0,2,0,0,2,0,2,2,2,0,0,0
52859393,0,1,2,2,0,2,0,2,0,0,0,0
52859394,0,0,2,2,0,0,2,0,0,0,0,0
52859395,0,1,2,2,2,0,0,0,0,0,0,0
52859396,0,1,2,2,0,0,0,0,0,0,0,0
52859397,0,1,2,2,0,2,0,2,0,0,0,0
52859398,0,1,2,2,0,0,2,0,0,0,0,0
52859399,0,1,2,2,2,0,0,0,0,0,0,0
52859400,0,0,2,2,0,0,0,0,0,0,0,0
52859408,0,2,0,0,2,0,2,2,2,0,0,0
52859409,0,1,2,2,0,2,0,2,2,0,0,0
52859410,0,1,2,2,0,0,2,0,2,0,0,0
52859411,0,2,2,2,2,0,0,0,0,0,0,0
52859412,0,1,2,2,0,0,0,0,0,0,0,0
52859413,0,2,2,2,0,2,0,2,2,0,0,0
52859414,0,2,2,2,0,0,2,0,2,0,0,0
52859415,0,2,2,2,2,0,0,0,0,0,0,0
52859416,0,1,2,2,0,0,0,0,0,0,0,0
52859648,0,2,0,0,2,0,2,2,2,0,2,0
52859649,0,1,2,2,0,2,0,2,0,0,0,0
52859650,0,0,2,2,0,0,2,0,0,0,2,0
52859651,0,0,2,2,2,0,0,0,0,0,2,0
52859652,0,2,2,2,0,0,0,0,0,0,0,0
52859653,0,2,2,2,0,2,0,2,0,0,0,0
52859654,0,1,2,2,0,0,2,0,0,0,2,0
52859655,0,0,2,2,2,0,0,0,0,0,2,0
52859656,0,1,2,2,0,0,0,0,0,0,0,0
52859664,0,2,0,0,2,0,2,2,2,0,2,0
52859665,0,0,2,2,0,2,0,2,2,0,2,0
52859666,0,0,2,2,0,0,2,0,2,0,2,0
52859667,0,0,2,2,2,0,0,0,0,0,0,0
52859668,0,1,2,2,0,0,0,0,0,0,0,0
52859669,0,1,2,2,0,2,0,2,2,0,2,0
52859670,0,1,2,2,0,0,2,0,2,0,2,0
52859671,0,1,2,2,2,0,0,0,0,0,0,0
52859672,0,2,2,2,0,0,0,0,0,0,0,0
52859904,0,2,0,0,2,0,2,2,2,0,2,0
52859905,0,1,2,2,0,2,0,2,0,0,0,0
52859906,0,1,2,2,0,0,2,0,0,0,2,0
52859907,0,2,2,2,2,0,0,0,0,0,2,0
52859908,0,1,2,2,0,0,0,0,0,0,0,0
52859909,0,2,2,2,0,2,0,2,0,0,0,0
52859910,0,0,2,2,0,0,2,0,0,0,2,0
52859911,0,2,2,2,2,0,0,0,0,0,2,0
52859912,0,2,2,2,0,0,0,0,0,0,0,0
52859920,0,2,0,0,2,0,2,2,2,0,2,0
52859921,0,1,2,2,0,2,0,2,2,0,2,0
52859922,0,2,2,2,0,0,2,0,2,0,2,0
52859923,0,0,2,2,2,0,0,0,0,0,0,0
52859924,0,0,2,2,0,0,0,0,0,0,0,0
52859925,0,0,2,2,0,2,0,2,2,0,2,0
52859926,0,1,2,2,0,0,2,0,2,0,2,0
52859927,0,0,2,2,2,0,0,0,0,0,0,0
52859928,0,2,2,2,0,0,0,0,0,0,0,0
52860160,0,2,0,0,2,0,2,2,2,0,2,0
52860161,0,2,2,2,0,2,0,2,0,0,0,0
52860162,0,2,2,2,0,0,2,0,0,0,2,0
52860163,0,1,2,2,2,0,0,0,0,0,2,0
52860164,0,0,2,2,0,0,0,0,0,0,0,0
52860165,0,2,2,2,0,2,0,2,0,0,0,0
52860166,0,0,2,2,0,0,2,0,0,0,2,0
52860167,0,2,2,2,2,0,0,0,0,0,2,0
52860168,0,1,2,2,0,0,0,0,0,0,0,0
52860176,0,2,0,0,2,0,2,2,2,0,2,0
52860177,0,2,2,2,0,2,0,2,2,0,2,0
52860178,0,0,2,2,0,0,2,0,2,0,2,0
52860179,0,0,2,2,2,0,0,0,0,0,0,0
52860180,0,2,2,2,0,0,0,0,0,0,0,0
52860181,0,2,2,2,0,2,0,2,2,0,2,0
52860182,0,2,2,2,0,0,2,0,2,0,2,0
52860183,0,2,2,2,2,0,0,0,0,0,0,0
52860184,0,0,2,2,0,0,0,0,0,0,0,0
52860416,0,2,0,0,2,0,2,2,0,0,0,0
52860417,0,0,2,2,0,2,0,2,0,0,0,0
52860418,0,2,2,2,0,0,2,0,0,0,0,0
52860419,0,1,2,2,2,0,0,0,0,0,0,0
52860420,0,2,2,2,0,0,0,0,0,0,0,0
52860421,0,0,2,2,0,2,0,2,0,0,0,0
52860422,0,1,2,2,0,0,2,0,0,0,0,0
52860423,0,2,2,2,2,0,0,0,0,0,0,0
52860424,0,0,2,2,0,0,0,0,0,0,0,0
52860432,0,2,0,0,2,0,2,2,0,0,0,0
52860433,0,0,2,2,0,2,0,2,0,0,0,0
52860434,0,1,2,2,0,0,2,0,0,0,0,0
52860435,0,2,2,2,2,0,0,0,0,0,0,0
52860436,0,1,2,2,0,0,0,0,0,0,0,0
52860437,0,2,2,2,0,2,0,2,0,0,0,0
52860438,0,1,2,2,0,0,2,0,0,0,0,0
52860439,0,0,2,2,2,0,0,0,0,0,0,0
52860440,0,0,2,2,0,0,0,0,0,0,0,0
52860672,0,2,0,0,2,0,2,2,2,0,0,0
52860673,0,1,2,2,0,2,0,2,0,0,0,0
52860674,0,0,2,2,0,0,2,0,0,0,0,0
52860675,0,1,2,2,2,0,0,0,0,0,0,0
52860676,0,1,2,2,0,0,0,0,0,0,0,0
52860677,0,1,2,2,0,2,0,2,0,0,0,0
52860678,0,1,2,2,0,0,2,0,0,0,0,0
52860679,0,1,2,2,2,0,0,0,0,0,0,0
52860680,0,0,2,2,0,0,0,0,0,0,0,0
52860688,0,2,0,0,2,0,2,2,2,0,0,0
52860689,0,1,2,2,0,2,0,2,2,0,0,0
52860690,0,1,2,2,0,0,2,0,2,0,0,0
52860691,0,2,2,2,2,0,0,0,0,0,0,0
52860692,0,1,2,2,0,0,0,0,0,0,0,0
52860693,0,2,2,2,0,2,0,2,2,0,0,0
52860694,0,2,2,2,0,0,2,0,2,0,0,0
52860695,0,2,2,2,2,0,0,0,0,0,0,0
52860696,0,1,2,2,0,0,0,0,0,0,0,0
52860928,0,2,0,0,2,0,2,2,2,0,2,0
52860929,0,1,2,2,0,2,0,2,0,0,0,0
52860930,0,0,2,2,0,0,2,0,0,0,2,0
52860931,0,0,2,2,2,0,0,0,0,0,2,0
52860932,0,2,2,2,0,0,0,0,0,0,0,0
52860933,0,2,2,2,0,2,0,2,0,0,0,0
52860934,0,1,2,2,0,0,2,0,0,0,2,0
52860935,0,0,2,2,2,0,0,0,0,0,2,0
52860936,0,1,2,2,0,0,0,0,0,0,0,0
52860944,0,2,0,0,2,0,2,2,2,0,2,0
52860945,0,0,2,2,0,2,0,2,2,0,2,0
52860946,0,0,2,2,0,0,2,0,2,0,2,0
52860947,0,0,2,2,2,0,0,0,0,0,0,0
52860948,0,1,2,2,0,0,0,0,0,0,0,0
52860949,0,1,2,2,0,2,0,2,2,0,2,0
52860950,0,1,2,2,0,0,2,0,2,0,2,0
52860951,0,1,2,2,2,0,0,0,0,0,0,0
52860952,0,2,2,2,0,0,0,0,0,0,0,0
52861184,0,2,0,0,2,0,2,2,2,0,2,0
52861185,0,1,2,2,0,2,0,2,0,0,0,0
52861186,0,1,2,2,0,0,2,0,0,0,2,0
52861187,0,2,2,2,2,0,0,0,0,0,2,0
52861188,0,1,2,2,0,0,0,0,0,0,0,0
52861189,0,2,2,2,0,2,0,2,0,0,0,0
52861190,0,0,2,2,0,0,2,0,0,0,2,0
52861191,0,2,2,2,2,0,0,0,0,0,2,0
52861192,0,2,2,2,0,0,0,0,0,0,0,0
52861200,0,2,0,0,2,0,2,2,2,0,2,0
52861201,0,1,2,2,0,2,0,2,2,0,2,0
52861202,0,2,2,2,0,0,2,0,2,0,2,0
52861203,0,0,2,2,2,0,0,0,0,0,0,0
52861204,0,0,2,2,0,0,0,0,0,0,0,0
52861205,0,0,2,2,0,2,0,2,2,0,2,0
52861206,0,1,2,2,0,0,2,0,2,0,2,0
52861207,0,0,2,2,2,0,0,0,0,0,0,0
52861208,0,2,2,2,0,0,0,0,0,0,0,0
52861440,0,2,0,0,2,0,2,2,2,0,2,0
52861441,0,2,2,2,0,2,0,2,0,0,0,0
52861442,0,2,2,2,0,0,2,0,0,0,2,0
52861443,0,1,2,2,2,0,0,0,0,0,2,0
52861444,0,0,2,2,0,0,0,0,0,0,0,0
52861445,0,2,2,2,0,2,0,2,0,0,0,0
52861446,0,0,2,2,0,0,2,0,0,0,2,0
52861447,0,2,2,2,2,0,0,0,0,0,2,0
52861448,0,1,2,2,0,0,0,0,0,0,0,0
52861456,0,2,0,0,2,0,2,2,2,0,2,0
52861457,0,2,2,2,0,2,0,2,2,0,2,0
52861458,0,0,2,2,0,0,2,0,2,0,2,0
52861459,0,0,2,2,2,0,0,0,0,0,0,0
52861460,0,2,2,2,0,0,0,0,0,0,0,0
52861461,0,2,2,2,0,2,0,2,2,0,2,0
52861462,0,2,2,2,0,0,2,0,2,0,2,0
52861463,0,2,2,2,2,0,0,0,0,0,0,0
52861464,0,0,2,2,0,0,0,0,0,0,0,0
52861696,0,2,0,0,2,0,2,2,0,0,0,0
52861697,0,0,2,2,0,2,0,2,0,0,0,0
52861698,0,2,2,2,0,0,2,0,0,0,0,0
52861699,0,1,2,2,2,0,0,0,0,0,0,0
52861700,0,2,2,2,0,0,0,0,0,0,0,0
52861701,0,0,2,2,0,2,0,2,0,0,0,0
52861702,0,1,2,2,0,0,2,0,0,0,0,0
52861703,0,2,2,2,2,0,0,0,0,0,0,0
52861704,0,0,2,2,0,0,0,0,0,0,0,0
52861712,0,2,0,0,2,0,2,2,0,0,0,0
52861713,0,0,2,2,0,2,0,2,0,0,0,0
52861714,0,1,2,2,0,0,2,0,0,0,0,0
52861715,0,2,2,2,2,0,0,0,0,0,0,0
52861716,0,1,2,2,0,0,0,0,0,0,0,0
52861717,0,2,2,2,0,2,0,2,0,0,0,0
52861718,0,1,2,2,0,0,2,0,0,0,0,0
52861719,0,0,2,2,2,0,0,0,0,0,0,0
52861720,0,0,2,2,0,0,0,0,0,0,0,0
52861952,0,2,0,0,2,0,2,2,2,0,0,0
52861953,0,1,2,2,0,2,0,2,0,0,0,0
52861954,0,0,2,2,0,0,2,0,0,0,0,0
52861955,0,1,2,2,2,0,0,0,0,0,0,0
52861956,0,1,2,2,0,0,0,0,0,0,0,0
52861957,0,1,2,2,0,2,0,2,0,0,0,0
52861958,0,1,2,2,0,0,2,0,0,0,0,0
52861959,0,1,2,2,2,0,0,0,0,0,0,0
52861960,0,0,2,2,0,0,0,0,0,0,0,0
52861968,0,2,0,0,2,0,2,2,2,0,0,0
52861969,0,1,2,2,0,2,0,2,2,0,0,0
52861970,0,1,2,2,0,0,2,0,2,0,0,0
52861971,0,2,2,2,2,0,0,0,0,0,0,0
52861972,0,1,2,2,0,0,0,0,0,0,0,0
52861973,0,2,2,2,0,2,0,2,2,0,0,0
52861974,0,2,2,2,0,0,2,0,2,0,0,0
52861975,0,2,2,2,2,0,0,0,0,0,0,0
52861976,0,1,2,2,0,0,0,0,0,0,0,0
52862208,0,2,0,0,2,0,2,2,2,0,2,0
52862209,0,1,2,2,0,2,0,2,0,0,0,0
52862210,0,0,2,2,0,0,2,0,0,0,2,0
52862211,0,0,2,2,2,0,0,0,0,0,2,0
52862212,0,2,2,2,0,0,0,0,0,0,0,0
52862213,0,2,2,2,0,2,0,2,0,0,0,0
52862214,0,1,2,2,0,0,2,0,0,0,2,0
52862215,0,0,2,2,2,0,0,0,0,0,2,0
52862216,0,1,2,2,0,0,0,0,0,0,0,0
52862224,0,2,0,0,2,0,2,2,2,0,2,0
52862225,0,0,2,2,0,2,0,2,2,0,2,0
52862226,0,0,2,2,0,0,2,0,2,0,2,0
52862227,0,0,2,2,2,0,0,0,0,0,0,0
52862228,0,1,2,2,0,0,0,0,0,0,0,0
52862229,0,1,2,2,0,2,0,2,2,0,2,0
52862230,0,1,2,2,0,0,2,0,2,0,2,0
52862231,0,1,2,2,2,0,0,0,0,0,0,0
52862232,0,2,2,2,0,0,0,0,0,0,0,0
52862464,0,2,0,0,2,0,2,2,2,0,2,0
52862465,0,1,2,2,0,2,0,2,0,0,0,0
52862466,0,1,2,2,0,0,2,0,0,0,2,0
52862467,0,2,2,2,2,0,0,0,0,0,2,0
52862468,0,1,2,2,0,0,0,0,0,0,0,0
52862469,0,2,2,2,0,2,0,2,0,0,0,0
52862470,0,0,2,2,0,0,2,0,0,0,2,0
52862471,0,2,2,2,2,0,0,0,0,0,2,0
52862472,0,2,2,2,0,0,0,0,0,0,0,0
52862480,0,2,0,0,2,0,2,2,2,0,2,0
52862481,0,1,2,2,0,2,0,2,2,0,2,0
52862482,0,2,2,2,0,0,2,0,2,0,2,0
52862483,0,0,2,2,2,0,0,0,0,0,0,0
52862484,0,0,2,2,0,0,0,0,0,0,0,0
52862485,0,0,2,2,0,2,0,2,2,0,2,0
52862486,0,1,2,2,0,0,2,0,2,0,2,0
52862487,0,0,2,2,2,0,0,0,0,0,0,0
52862488,0,2,2,2,0,0,0,0,0,0,0,0
52862720,0,2,0,0,2,0,2,2,2,0,2,0
52862721,0,2,2,2,0,2,0,2,0,0,0,0
52862722,0,2,2,2,0,0,2,0,0,0,2,0
52862723,0,1,2,2,2,0,0,0,0,0,2,0
52862724,0,0,2,2,0,0,0,0,0,0,0,0
52862725,0,2,2,2,0,2,0,2,0,0,0,0
52862726,0,0,2,2,0,0,2,0,0,0,2,0
52862727,0,2,2,2,2,0,0,0,0,0,2,0
52862728,0,1,2,2,0,0,0,0,0,0,0,0
52862736,0,2,0,0,2,0,2,2,2,0,2,0
52862737,0,2,2,2,0,2,0,2,2,0,2,0
52862738,0,0,2,2,0,0,2,0,2,0,2,0
52862739,0,0,2,2,2,0,0,0,0,0,0,0
52862740,0,2,2,2,0,0,0,0,0,0,0,0
52862741,0,2,2,2,0,2,0,2,2,0,2,0
52862742,0,2,2,2,0,0,2,0,2,0,2,0
52862743,0,2,2,2,2,0,0,0,0,0,0,0
52862744,0,0,2,2,0,0,0,0,0,0,0,0
53022976,0,2,0,0,2,2,0,2,0,0,0,0
53022977,0,2,2,2,0,2,0,2,0,0,0,0
53022978,0,0,2,2,0,2,0,2,0,0,0,0
53022979,0,2,2,2,0,0,0,2,0,0,0,0
53022980,0,1,2,2,0,0,0,0,0,0,0,0
53022981,0,2,2,2,0,2,0,2,0,0,0,0
53022982,0,2,2,2,0,2,0,2,0,0,0,0
53022983,0,1,2,2,0,0,0,2,0,0,0,0
53022984,0,2,2,2,0,0,0,0,0,0,0,0
53022992,0,2,0,0,2,2,0,2,0,0,0,0
53022993,0,2,2,2,0,2,0,2,0,0,0,0
53022994,0,0,2,2,0,2,0,2,0,0,0,0
53022995,0,0,2,2,0,0,0,2,0,0,0,0
53022996,0,2,2,2,0,0,0,0,0,0,0,0
53022997,0,2,2,2,0,2,0,2,0,0,0,0
53022998,0,2,2,2,0,2,0,2,0,0,0,0
53022999,0,1,2,2,0,0,0,2,0,0,0,0
53023000,0,2,2,2,0,0,0,0,0,0,0,0
53023232,0,2,0,0,2,2,0,2,0,2,0,0
53023233,0,2,2,2,0,2,0,2,0,0,0,0
53023234,0,2,2,2,0,2,0,2,0,2,0,0
53023235,0,0,2,2,0,0,0,2,0,0,0,0
53023236,0,0,2,2,0,0,0,0,0,0,0,0
53023237,0,0,2,2,0,2,0,2,0,0,0,0
53023238,0,2,2,2,0,2,0,2,0,2,0,0
53023239,0,0,2,2,0,0,0,2,0,0,0,0
53023240,0,2,2,2,0,0,0,0,0,0,0,0
53023248,0,2,0,0,2,2,0,2,0,2,0,0
53023249,0,2,2,2,0,2,0,2,0,2,0,0
53023250,0,2,2,2,0,2,0,2,0,2,0,0
53023251,0,2,2,2,0,0,0,2,0,0,0,0
53023252,0,2,2,2,0,0,0,0,0,0,0,0
53023253,0,2,2,2,0,2,0,2,0,2,0,0
53023254,0,0,2,2,0,2,0,2,0,2,0,0
53023255,0,0,2,2,0,0,0,2,0,0,0,0
53023256,0,2,2,2,0,0,0,0,0,0,0,0
53023488,0,2,0,0,2,2,0,2,2,2,0,0
53023489,0,0,2,2,0,2,0,2,0,0,0,0
53023490,0,2,2,2,0,2,0,2,0,2,0,0
53023491,0,1,2,2,0,0,0,2,0,0,0,0
53023492,0,1,2,2,0,0,0,0,0,0,0,0
53023493,0,0,2,2,0,2,0,2,0,0,0,0
53023494,0,0,2,2,0,2,0,2,0,2,0,0
53023495,0,2,2,2,0,0,0,2,0,0,0,0
53023496,0,2,2,2,0,0,0,0,0,0,0,0
53023504,0,2,0,0,2,2,0,2,2,2,0,0
53023505,0,0,2,2,0,2,0,2,2,2,0,0
53023506,0,1,2,2,0,2,0,2,0,2,0,0
53023507,0,2,2,2,0,0,0,2,0,0,0,0
53023508,0,1,2,2,0,0,0,0,0,0,0,0
53023509,0,1,2,2,0,2,0,2,2,2,0,0
53023510,0,1,2,2,0,2,0,2,0,2,0,0
53023511,0,1,2,2,0,0,0,2,0,0,0,0
53023512,0,0,2,2,0,0,0,0,0,0,0,0
53023744,0,2,0,0,2,2,0,2,2,2,0,0
53023745,0,1,2,2,0,2,0,2,0,0,0,0
53023746,0,0,2,2,0,2,0,2,0,2,0,0
53023747,0,1,2,2,0,0,0,2,0,0,0,0
53023748,0,2,2,2,0,0,0,0,0,0,0,0
53023749,0,0,2,2,0,2,0,2,0,0,0,0
53023750,0,1,2,2,0,2,0,2,0,2,0,0
53023751,0,2,2,2,0,0,0,2,0,0,0,0
53023752,0,1,2,2,0,0,0,0,0,0,0,0
53023760,0,2,0,0,2,2,0,2,2,2,0,0
53023761,0,2,2,2,0,2,0,2,2,2,0,0
53023762,0,1,2,2,0,2,0,2,0,2,0,0
53023763,0,0,2,2,0,0,0,2,0,0,0,0
53023764,0,1,2,2,0,0,0,0,0,0,0,0
53023765,0,1,2,2,0,2,0,2,2,2,0,0
53023766,0,0,2,2,0,2,0,2,0,2,0,0
53023767,0,2,2,2,0,0,0,2,0,0,0,0
53023768,0,1,2,2,0,0,0,0,0,0,0,0
53024000,0,2,0,0,2,2,0,2,2,2,0,0
53024001,0,1,2,2,0,2,0,2,0,0,0,0
53024002,0,2,2,2,0,2,0,2,0,2,0,2
53024003,0,0,2,2,0,0,0,2,0,0,0,0
53024004,0,2,2,2,0,0,0,0,0,0,0,0
53024005,0,0,2,2,0,2,0,2,0,0,0,0
53024006,0,1,2,2,0,2,0,2,0,2,0,2
53024007,0,2,2,2,0,0,0,2,0,0,0,0
53024008,0,2,2,2,0,0,0,0,0,0,0,0
53024016,0,2,0,0,2,2,0,2,2,2,0,0
53024017,0,2,2,2,0,2,0,2,2,2,0,2
53024018,0,2,2,2,0,2,0,2,0,2,0,2
53024019,0,1,2,2,0,0,0,2,0,0,0,0
53024020,0,0,2,2,0,0,0,0,0,0,0,0
53024021,0,0,2,2,0,2,0,2,2,2,0,2
53024022,0,1,2,2,0,2,0,2,0,2,0,2
53024023,0,2,2,2,0,0,0,2,0,0,0,0
53024024,0,2,2,2,0,0,0,0,0,0,0,0
53024256,0,2,0,0,2,2,0,2,0,0,0,0
53024257,0,2,2,2,0,2,0,2,0,0,0,0
53024258,0,0,2,2,0,2,0,2,0,0,0,0
53024259,0,2,2,2,0,0,0,2,0,0,0,0
53024260,0,1,2,2,0,0,0,0,0,0,0,0
53024261,0,2,2,2,0,2,0,2,0,0,0,0
53024262,0,2,2,2,0,2,0,2,0,0,0,0
53024263,0,1,2,2,0,0,0,2,0,0,0,0
53024264,0,2,2,2,0,0,0,0,0,0,0,0
53024272,0,2,0,0,2,2,0,2,0,0,0,0
53024273,0,2,2,2,0,2,0,2,0,0,0,0
53024274,0,0,2,2,0,2,0,2,0,0,0,0
53024275,0,0,2,2,0,0,0,2,0,0,0,0
53024276,0,2,2,2,0,0,0,0,0,0,0,0
53024277,0,2,2,2,0,2,0,2,0,0,0,0
53024278,0,2,2,2,0,2,0,2,0,0,0,0
53024279,0,1,2,2,0,0,0,2,0,0,0,0
53024280,0,2,2,2,0,0,0,0,0,0,0,0
53024512,0,2,0,0,2,2,0,2,0,2,0,0
53024513,0,2,2,2,0,2,0,2,0,0,0,0
53024514,0,2,2,2,0,2,0,2,0,2,0,0
53024515,0,0,2,2,0,0,0,2,0,0,0,0
53024516,0,0,2,2,0,0,0,0,0,0,0,0
53024517,0,0,2,2,0,2,0,2,0,0,0,0
53024518,0,2,2,2,0,2,0,2,0,2,0,0
53024519,0,0,2,2,0,0,0,2,0,0,0,0
53024520,0,2,2,2,0,0,0,0,0,0,0,0
53024528,0,2,0,0,2,2,0,2,0,2,0,0
53024529,0,2,2,2,0,2,0,2,0,2,0,0
53024530,0,2,2,2,0,2,0,2,0,2,0,0
53024531,0,2,2,2,0,0,0,2,0,0,0,0
53024532,0,2,2,2,0,0,0,0,0,0,0,0
53024533,0,2,2,2,0,2,0,2,0,2,0,0
53024534,0,0,2,2,0,2,0,2,0,2,0,0
53024535,0,0,2,2,0,0,0,2,0,0,0,0
53024536,0,2,2,2,0,0,0,0,0,0,0,0
53024768,0,2,0,0,2,2,0,2,2,2,0,0
53024769,0,0,2,2,0,2,0,2,0,0,0,0
53024770,0,2,2,2,0,2,0,2,0,2,0,0
53024771,0,1,2,2,0,0,0,2,0,0,0,0
53024772,0,1,2,2,0,0,0,0,0,0,0,0
53024773,0,0,2,2,0,2,0,2,0,0,0,0
53024774,0,0,2,2,0,2,0,2,0,2,0,0
53024775,0,2,2,2,0,0,0,2,0,0,0,0
53024776,0,2,2,2,0,0,0,0,0,0,0,0
53024784,0,2,0,0,2,2,0,2,2,2,0,0
53024785,0,0,2,2,0,2,0,2,2,2,0,0
53024786,0,1,2,2,0,2,0,2,0,2,0,0
53024787,0,2,2,2,0,0,0,2,0,0,0,0
53024788,0,1,2,2,0,0,0,0,0,0,0,0
53024789,0,1,2,2,0,2,0,2,2,2,0,0
53024790,0,1,2,2,0,2,0,2,0,2,0,0
53024791,0,1,2,2,0,0,0,2,0,0,0,0
53024792,0,0,2,2,0,0,0,0,0,0,0,0
53025024,0,2,0,0,2,2,0,2,2,2,0,0
53025025,0,1,2,2,0,2,0,2,0,0,0,0
53025026,0,0,2,2,0,2,0,2,0,2,0,0
53025027,0,1,2,2,0,0,0,2,0,0,0,0
53025028,0,2,2,2,0,0,0,0,0,0,0,0
53025029,0,0,2,2,0,2,0,2,0,0,0,0
53025030,0,1,2,2,0,2,0,2,0,2,0,0
53025031,0,2,2,2,0,0,0,2,0,0,0,0
53025032,0,1,2,2,0,0,0,0,0,0,0,0
53025040,0,2,0,0,2,2,0,2,2,2,0,0
53025041,0,2,2,2,0,2,0,2,2,2,0,0
53025042,0,1,2,2,0,2,0,2,0,2,0,0
53025043,0,0,2,2,0,0,0,2,0,0,0,0
53025044,0,1,2,2,0,0,0,0,0,0,0,0
53025045,0,1,2,2,0,2,0,2,2,2,0,0
53025046,0,0,2,2,0,2,0,2,0,2,0,0
53025047,0,2,2,2,0,0,0,2,0,0,0,0
53025048,0,1,2,2,0,0,0,0,0,0,0,0
53025280,0,2,0,0,2,2,0,2,2,2,0,0
53025281,0,1,2,2,0,2,0,2,0,0,0,0
53025282,0,2,2,2,0,2,0,2,0,2,0,2
53025283,0,0,2,2,0,0,0,2,0,0,0,0
53025284,0,2,2,2,0,0,0,0,0,0,0,0
53025285,0,0,2,2,0,2,0,2,0,0,0,0
53025286,0,1,2,2,0,2,0,2,0,2,0,2
53025287,0,2,2,2,0,0,0,2,0,0,0,0
53025288,0,2,2,2,0,0,0,0,0,0,0,0
53025296,0,2,0,0,2,2,0,2,2,2,0,0
53025297,0,2,2,2,0,2,0,2,2,2,0,2
53025298,0,2,2,2,0,2,0,2,0,2,0,2
53025299,0,1,2,2,0,0,0,2,0,0,0,0
53025300,0,0,2,2,0,0,0,0,0,0,0,0
53025301,0,0,2,2,0,2,0,2,2,2,0,2
53025302,0,1,2,2,0,2,0,2,0,2,0,2
53025303,0,2,2,2,0,0,0,2,0,0,0,0
53025304,0,2,2,2,0,0,0,0,0,0,0,0
53025536,0,2,0,0,2,2,0,2,0,0,0,0
53025537,0,2,2,2,0,2,0,2,0,0,0,0
53025538,0,0,2,2,0,2,0,2,0,0,0,0
53025539,0,2,2,2,0,0,0,2,0,0,0,0
53025540,0,1,2,2,0,0,0,0,0,0,0,0
53025541,0,2,2,2,0,2,0,2,0,0,0,0
53025542,0,2,2,2,0,2,0,2,0,0,0,0
53025543,0,1,2,2,0,0,0,2,0,0,0,0
